apn,recordid,busdesc,b1_per_sub_type,dba,naics,tax_code,employee_num,bus_own_type,b1_business_name,b1_address1,b1_city,b1_state,b1_zip,b1_contact_type,b1_full_address,b1_situs_city,b1_situs_state,b1_situs_zip
ZZZZZZZZZZZZZ,BL-014489,INSTALL HEATING & AC,Construction or Contractor,H C HEATING AND AIR CONDITIONING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,16,Sole Ownership,H C HEATING AND AIR CONDITIONING,3040 BROADWAY,OAKLAND,CA,94611-5713,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014495,PLUMBING,Construction or Contractor,JPC ROOTER & PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2,Sole Ownership,JPC ROOTER & PLUMBING,PO BOX 55638,HAYWARD,CA,945450638,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 189802700,BL-014497,RENTAL PROPERTY 10 UNITS,Rental of Real Property,YEE ROBERT ET AL,531110 - Lessors of Residential Buildings and Dwellings,L,0,,YEE ROBERT ET AL,1035 SAN PABLO AVE STE 12,BERKELEY,CA,94706,Business Owner,1932 HASTE ST,BERKELEY,CA,94704
062 287100702,BL-014499,RES. RENTAL - 38 UNITS,Rental of Real Property,GONG ROBERT Y & CHRISTINE O,531110 - Lessors of Residential Buildings and Dwellings,L,0,,GONG ROBERT Y & CHRISTINE O,1035 SAN PABLO AVE STE 12,BERKELEY,CA,94706-2277,Business Owner,1737 SOLANO AVE,BERKELEY,CA,94707
ZZZZZZZZZZZZZ,BL-014502,WINDOW CLEANING,Construction or Contractor,CALEDONIAN BUILDING SERVICES LLC,238990 - All Other Specialty Trade Contractors,C,7,LLC,CALEDONIAN BUILDING SERVICES LLC,120 S CENTRAL AVE STE 400,CLAYTON,MO,63105-1705,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014503,HOME IMPROVEMENT,Construction or Contractor,PROFESSIONAL BUILDERS AND RENOVATION INC,236118 - Residential Remodelers,C,1,Corporation,PROFESSIONAL BUILDERS AND RENOVATION INC,3407 W 6TH ST # 421,LOS ANGELES,CA,90020-2537,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014504,GENERAL CONTRACTOR,Construction or Contractor,LARA ROGELIO E,236116 - New Multifamily Housing Construction (except For-Sale Builders),C,6,Sole Ownership,LARA ROGELIO E,4056 CHANUTE ST,SAN DIEGO,CA,92154-1703,Business Owner,0 VARIOUS,BERKELEY,CA,94704
054 177800101,BL-014506,FINE ART PAINTING/PHOTO,Retail Trade,THE COTTON CANVAS,453920 - Art Dealers,R,0,Sole Ownership,THE COTTON CANVAS,930 DWIGHT WAY STE 10A,BERKELEY,CA,94710-2591,Business Owner,930 DWIGHT Way,BERKELEY,CA,94710
061 258201301,BL-014507,MANAGEMENT CONSULTING,Professional SemiProfessional,PRIMAVARA CONSULTING LLC,541611 - Administrative Management and General Management Consulting Services,P,1,LLC,PRIMAVARA CONSULTING LLC,766 SPRUCE ST,BERKELEY,CA,94707-2041,Business Owner,766 SPRUCE St,BERKELEY,CA,94707
055 191301800,BL-014509,RENTAL PROPERTY 4 UNITS,Rental of Real Property,YU ZI HOU/STEVEN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,YU ZI HOU/STEVEN,2350 CALIFORNIA,BERKELEY,CA,94703,Business Owner,2342 CALIFORNIA ST,BERKELEY,CA,94703
055 183001700,BL-014516,RES. RENTAL 10 UNITS,Rental of Real Property,YEE YEN LAM & GIN MEI,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,YEE YEN LAM & GIN MEI,1643 EDITH ST,BERKELEY,CA,94703-1334,Business Owner,2208 DWIGHT WAY,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014519,BIOTECH - ORGAN CHIP TECHNOLOGY,Professional SemiProfessional,ORGANOS INC,541711 - Research and Development in Biotechnology,P,4,Corporation,ORGANOS INC,130 STANLEY HALL MC 3220,BERKELEY,CA,94720-0001,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014523,ONLINE - PHONES/MVNO,Retail Trade,TELLO COMMUNICATIONS LLC,452990 - All Other General Merchandise Stores,R,1,LLC,TELLO COMMUNICATIONS LLC,478 ASHFORD DUNWOODY RD STE A236,ATLANTA,GA,30338,Business Owner,0 VARIOUS,BERKELEY,CA,94704
060 242300900,BL-014525,RES RENTAL PROPERTY,Rental of Real Property,1353-57 HOPKINS LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,1353-57 HOPKINS LLC,2907 CLAREMONT AVE STE 120 # 10,BERKELEY,CA,94705-2410,Business Owner,1357 HOPKINS St,BERKELEY,CA,94702
057 202201800,BL-014529,ADMIN HEADQUARTERS,Non Profit Organizations,YMCA OF THE EAST BAY,813410 - Civic and Social Organizations,N,15,Corporation,YMCA OF THE EAST BAY,4300 LAKESIDE DR,RICHMOND,CA,94806,Business Owner,2111 M L KING JR WAY,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014532,STREET ARTIST,Street Vendors,YOSHIDA DIANA,454390 - Other Direct Selling Establishments,R,0,Sole Ownership,YOSHIDA DIANA,1801 MCGEE AVE,BERKELEY,CA,94703,Business Owner,0 VARIOUS,BERKELEY,CA,94704
057 209804400,BL-014534,INTERIOR DESIGN SERVICE,Professional SemiProfessional,REFINED INTERIORS LLC,541410 - Interior Design Services,P,1,LLC,REFINED INTERIORS LLC,800 DELAWARE ST,BERKELEY,CA,947102068,Business Owner,800 DELAWARE St,BERKELEY,CA,94710
052 156707000,BL-014537,DESIGN STUDIO & CONSULT,Professional SemiProfessional,LAST SATURN STUDIO,541490 - Other Specialized Design Services,P,1,Sole Ownership,LAST SATURN STUDIO,2710 ASHBY AVE APT 1,BERKELEY,CA,947052336,Business Owner,2710 ASHBY Ave,BERKELEY,CA,94705
057 202300400,BL-014540,FAMILY TELETHERAPY,Professional SemiProfessional,SEKAYI EDWARDS LMFT,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,SEKAYI EDWARDS LMFT,2081 CENTER ST,BERKELEY,CA,947041204,Business Owner,2081 CENTER St,BERKELEY,CA,94704
059 227500300,BL-014541,"BOOKS, PHOTOS, PRINTS",Retail Trade,DEEP TIME PRESS,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores),R,1,Sole Ownership,DEEP TIME PRESS,1756 VINE ST,BERKELEY,CA,947031149,Business Owner,1756 VINE St,BERKELEY,CA,94703
ZZZZZZZZZZZZZ,BL-014544,CUSTOM JEWELRY,Retail Trade,LUXELLA DESIGN,448310 - Jewelry Stores,R,0,Sole Ownership,LUXELLA DESIGN,1228 GRAND VIEW DR,BERKELEY,CA,947051630,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014545,FIRE & BURGLER ALARM SVC,Construction or Contractor,"EVERON, LLC",238990 - All Other Specialty Trade Contractors,C,2,LLC,"EVERON, LLC",1501 YAMATO ROAD,BOCA RATON,FL,33431-0702,Business Owner,0 VARIOUS,BERKELEY,CA,94704
056 197801900,BL-014546,SOCIAL ORGANIZATION,Non Profit Organizations,YMCA OF THE EAST BAY,813410 - Civic and Social Organizations,N,16,Corporation,YMCA OF THE EAST BAY,2009 10TH ST,BERKELEY,CA,947102119,Business Owner,2009 TENTH ST,BERKELEY,CA,94710
ZZZZZZZZZZZZZ,BL-014551,ELECTRICAL & AC SYSTEMS,Construction or Contractor,AC SYSTEMS INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,AC SYSTEMS INC,5151 PORT CHICAGO HWY STE C,CONCORD,CA,94520-8555,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014553,CONSTRUCTION,Construction or Contractor,BAY HOME REMODELING,236118 - Residential Remodelers,C,1,Corporation,BAY HOME REMODELING,77 MORAGA WAY SUITE H,ORINDA,CA,94563,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014554,FIREPLACE INSTALLATION,Construction or Contractor,THE ENERGY HOUSE,238990 - All Other Specialty Trade Contractors,C,2,Corporation,THE ENERGY HOUSE,1300 INDUSTRIAL RD STE 17,SAN CARLOS,CA,940704130,Business Owner,0 VARIOUS,BERKELEY,CA,94704
052 152800200,BL-014555,RENTAL PROPERTY-4 UNITS,Rental of Real Property,YOSHIMURA STEVE,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,YOSHIMURA STEVE,2574 Martin Luther King Jr  Way,Berkeley,CA,94704,Business Owner,1937 ALCATRAZ AVE,BERKELEY,CA,94703
058 218103200,BL-014560,ARTISAN BAKED GOODS,Retail Trade,KOLSHIKWACHI,311811 - Retail Bakeries,R,1,LLC,KOLSHIKWACHI,1725 OXFORD ST APT 201,BERKELEY,CA,947091701,Business Owner,1725 OXFORD St,BERKELEY,CA,94709
060 241200600,BL-014563,RES. RENTAL-4 UNITS (U1),Rental of Real Property,YEARWOOD FAMILY TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,YEARWOOD FAMILY TRUST,2105 MARTIN LUTHER KING JR WAY FL 2,BERKELEY,CA,94704-1108,Business Owner,1212 NEILSON ST,BERKELEY,CA,94706
ZZZZZZZZZZZZZ,BL-014573,HVAC & SHEET METAL,Construction or Contractor,BUENA VISTA MECHANICAL,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,6,Corporation,BUENA VISTA MECHANICAL,14958 VENADO DR,RNCHO MURIETA,CA,95683-9322,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 190800400,BL-014574,RES RENTAL PROPERTY - 3,Rental of Real Property,FONG KEVIN,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,FONG KEVIN,PO BOX 7322,FREMONT,CA,945377322,Business Owner,1710 BANCROFT Way,BERKELEY,CA,94703
ZZZZZZZZZZZZZ,BL-014580,PLUMBING CONTRACTOR,Construction or Contractor,BELLANTI PLUMBING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2,Corporation,BELLANTI PLUMBING INC,"121 SO. MAPLE AVE., #10",SO. SAN FRANCISCO,CA,94080-6320,Business Owner,0 VARIOUS,BERKELEY,CA,94704
062 287202200,BL-014582,STORES & OFFICES,Rental of Real Property,YEE FRANK L & MAY L,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,YEE FRANK L & MAY L,908 CERRITO ST,ALBANY,CA,94706-1522,Business Owner,1581 SOLANO AVE,BERKELEY,CA,94707
ZZZZZZZZZZZZZ,BL-014587,TELECOMMUNICATION SERVICE,Business Personal Repair Svs,GTE MOBILNET OF CALIFORNIA LP,813910 - Business Associations,B,0,Partnership,GTE MOBILNET OF CALIFORNIA LP,PO BOX 4199,LISLE,IL,60532,Business Owner,0 VARIOUS,BERKELEY,CA,94704
062 293904500,BL-014594,LANDSCAPE ARCHITECTURE,Professional SemiProfessional,HAYGOOD & ASSOCIATES,541320 - Landscape Architectural Services,P,2,Sole Ownership,HAYGOOD & ASSOCIATES,647 SANTA BARBARA RD,BERKELEY,CA,947071717,Business Owner,647 SANTA BARBARA Rd,BERKELEY,CA,94707
052 156203200,BL-014595,"CHILD CARE, PRESCHOOL",Non Profit Organizations,BENVENUE CHILDREN'S HOUSE INC,624110 - Child and Youth Services,N,3,Corporation,BENVENUE CHILDREN'S HOUSE INC,3027 BENVENUE AVE,BERKELEY,CA,947052509,Business Owner,3027 BENVENUE Ave,BERKELEY,CA,94705
057 201400600,BL-014596,RENTAL PROPERTY  8 UNITS,Rental of Real Property,YOUNG LOP CHO,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,YOUNG LOP CHO,1204 CARLISLE DRIVE,SAN MATEO,CA,94402,Business Owner,2210 MCKINLEY AVE,BERKELEY,CA,94703
054 171400600,BL-014599,REAL ESTATE APPRAISER,Professional SemiProfessional,YOVINO-YOUNG INC,531320 - Offices of Real Estate Appraisers,P,7,Corporation,YOVINO-YOUNG INC,2716 TELEGRAPH AVE,BERKELEY,CA,94705,Business Owner,2716 TELEGRAPH AVE,BERKELEY,CA,94705
061 257604001,BL-014600,PSYCHOTHERAPY PRACTICE,Professional SemiProfessional,MEROVICK JENNIE,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,MEROVICK JENNIE,PO BOX 7262,BERKELEY,CA,94707-0262,Business Owner,924 MENDOCINO Ave,BERKELEY,CA,94707
057 207901201,BL-014604,RESIDENTIAL 3 UNITS,Rental of Real Property,YU ZI HUI & MELANIE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,YU ZI HUI & MELANIE,2007 DELAWARE ST,BERKELEY,CA,94709-2121,Business Owner,1347 HEARST AVE,BERKELEY,CA,94702
ZZZZZZZZZZZZZ,BL-014605,WASTE MANAGEMENT MTNC,Construction or Contractor,TITUS MAINTENANCE & INSTALLATION SERVICE INC,238990 - All Other Specialty Trade Contractors,C,12,Corporation,TITUS MAINTENANCE & INSTALLATION SERVICE INC,696 SAN RAMON VALLEY BLVD STE 373,DANVILLE,CA,94526-4022,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 190800800,BL-014606,RENTAL PROPERTY  6 UNITS,Rental of Real Property,PATRICK KO & LI YI,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,PATRICK KO & LI YI,1601 ROGER CT,EL CERRITO,CA,94530-2027,Business Owner,2310 ROOSEVELT AVE,BERKELEY,CA,94703
ZZZZZZZZZZZZZ,BL-014608,WATERPROOFING & ROOFING,Construction or Contractor,STAR WATERPROOFING,238160 - Roofing Contractors,C,6,Sole Ownership,STAR WATERPROOFING,2855 MITCHELL DR STE 100,WALNUT CREEK,CA,94598-1627,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014609,FIRE LIFE SAFETY CONTRACTOR,Construction or Contractor,CALIFORNIA FIRE DETECTION,238990 - All Other Specialty Trade Contractors,C,4,Corporation,CALIFORNIA FIRE DETECTION,3440 VINCENT RD STE C,PLEASANT HILL,CA,94523-4380,Business Owner,0 VARIOUS,BERKELEY,CA,94704
063 297100900,BL-014611,NEWS ORGANIZATION,Non Profit Organizations,BAY CITY NEWS FOUNDATION,511110 - Newspaper Publishers,N,26,Sole Ownership,BAY CITY NEWS FOUNDATION,900 HILLDALE AVE,BERKELEY,CA,947081418,Business Owner,900 HILLDALE Ave,BERKELEY,CA,94708
060 239501600,BL-014613,BEER & WINE MAKING EQUIP.,Retail Trade,OAK BARREL LLC,445299 - All Other Specialty Food Stores,R,3,LLC,OAK BARREL LLC,1443 SAN PABLO AVE,BERKELEY,CA,947021045,Business Owner,1443 SAN PABLO Ave,BERKELEY,CA,94702
055 186600700,BL-014615,RENTAL PROPERTY/18 UNITS,Rental of Real Property,YEN ROBERT & VIVIAN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,YEN ROBERT & VIVIAN,PO BOX 321,CUPERTINO,CA,95015,Business Owner,2450 WARRING ST,BERKELEY,CA,94704
058 219400100,BL-014618,RES. RENTAL - 4 UNITS,Rental of Real Property,YEE HAM & KING F,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,YEE HAM & KING F,973 CRAGMONT AVE,BERKELEY,CA,94708,Business Owner,1652 EUCLID AVE,BERKELEY,CA,94709
064 423500501,BL-014628,FINANCIAL SERVICES,Professional SemiProfessional,HFG ADVISORS INC,523930 - Investment Advice,P,2,Corporation,HFG ADVISORS INC,8131 W GRANDRIDGE BLVD STE 201,KENNEWICK,WA,99336-7199,Business Owner,2936 DOMINGO Ave,BERKELEY,CA,94705
063 295602900,BL-014630,GRAPHIC DESIGN,Professional SemiProfessional,405 GROUP,541430 - Graphic Design Services,P,1,Sole Ownership,405 GROUP,740 EUCLID AVE,BERKELEY,CA,94708-1334,Business Owner,740 EUCLID Ave,BERKELEY,CA,94708
ZZZZZZZZZZZZZ,BL-014637,PROPERTY MANAGEMENT,Professional SemiProfessional,LMK PROPERTIES INC,531311 - Residential Property Managers,P,0,Corporation,LMK PROPERTIES INC,315 OCONEE ST,ATHENS,GA,30601-3605,Business Owner,0 VARIOUS,BERKELEY,CA,94704
054 171901300,BL-014638,RENTAL PROPERTY - 3 UNITS,Rental of Real Property,DERBY STREET TRIPLEX,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,DERBY STREET TRIPLEX,PO BOX 8458,EMERYVILLE,CA,94662-0458,Business Owner,2138 DERBY ST,BERKELEY,CA,94705
062 287202200,BL-014642,COMMERCIAL RENTAL,Rental of Real Property,YEE MAY & FRANK,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,YEE MAY & FRANK,908 CERRITO ST,BERKELEY,CA,94706-1522,Business Owner,1579 SOLANO AVE,BERKELEY,CA,94707
054 172001900,BL-014646,COMMERCIAL PROPERTY,Rental of Real Property,SHATTUCK PROPERTIES LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,SHATTUCK PROPERTIES LLC,PO BOX 8458,EMERYVILLE,CA,94662-0458,Business Owner,2100 WARD ST,BERKELEY,CA,94705
054 172001802,BL-014647,RENTAL BUILDING,Rental of Real Property,SHATTUCK PROPERTIES LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,SHATTUCK PROPERTIES LLC,PO BOX 8458,EMERYVILLE,CA,94662-0458,Business Owner,2747 SHATTUCK AVE,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-014650,HVAC INSTALL & SVC,Construction or Contractor,SAME DAY AIR CONDITIONING & HEATING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,3,Corporation,SAME DAY AIR CONDITIONING & HEATING,3334 ARDEN RD,HAYWARD,CA,94545-3904,Business Owner,0 VARIOUS,BERKELEY,CA,94704
052 155600400,BL-014653,RENTAL PROPERTY 6 UNITS,Rental of Real Property,YOUNG WING P & SO F & LOP C,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,YOUNG WING P & SO F & LOP C,23 SOUTH FREMONT,SAN MATEO,CA,94401,Business Owner,3112 DEAKIN ST,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-014657,ENVIRONMENTAL CONSULTING,Professional SemiProfessional,PATH FORWARD PARTNERS IN,541620 - Environmental Consulting Services,P,8,Corporation,PATH FORWARD PARTNERS IN,1970 BROADWAY STE 1220,OAKLAND,CA,94612-2234,Business Owner,0 VARIOUS,BERKELEY,CA,94704
056 199405100,BL-014661,ACUPUNCTURE,Professional SemiProfessional,VIGIL LYNDA,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1,Sole Ownership,VIGIL LYNDA,2140 BYRON ST,BERKELEY,CA,947021858,Business Owner,2121 WEST St,BERKELEY,CA,94702
055 183800102,BL-014663,SPORTING GOODS RETAIL,Retail Trade,YOUNG'S BACKPACKING,451110 - Sporting Goods Stores,R,2,Corporation,YOUNG'S BACKPACKING,2508 TELEGRAPH AVE,BERKELEY,CA,94704-2918,Business Owner,2508 TELEGRAPH AVE,BERKELEY,CA,94704
054 180401500,BL-014665,RESIDENTIAL 4 UNITS,Rental of Real Property,HUANG MARGARET,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,HUANG MARGARET,1611 CARLETON ST,BERKELEY,CA,94703,Business Owner,1611 CARLETON ST,BERKELEY,CA,94703
055 187101501,BL-014666,SOCIAL ORGANIZATION,Non Profit Organizations,YWCA,813410 - Civic and Social Organizations,N,19,Corporation,YWCA,2600 BANCROFT WAY,BERKELEY,CA,947041717,Business Owner,2600 BANCROFT WAY,BERKELEY,CA,94704
052 158100200,BL-014670,HOME OFFICE,Business Personal Repair Svs,CURIOSITY AND GRIT LLC,561499 - All Other Business Support Services,B,0,LLC,CURIOSITY AND GRIT LLC,2210 RUSSELL ST,BERKELEY,CA,947051030,Business Owner,2210 RUSSELL St,BERKELEY,CA,94705
056 197902000,BL-014671,FOOD & BEVERAGE,Retail Trade,CALIFAS GREENS,445299 - All Other Specialty Food Stores,R,5,Corporation,CALIFAS GREENS,1106 UNIVERSITY AVE,BERKELEY,CA,947021687,Business Owner,1106 UNIVERSITY Ave,BERKELEY,CA,94702
057 205800605,BL-014672,PSYCHOTHERAPY/PSYCH EVAL,Professional SemiProfessional,YI DU PHD,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,YI DU PHD,1918 BONITA AVE SUITE 200,BERKELEY,CA,947041014,Business Owner,1918 BONITA Ave,BERKELEY,CA,94704
054 174400201,BL-014673,COMMERCIAL RENTAL,Rental of Real Property,FERREIRA ASHLEY,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,LLC,FERREIRA ASHLEY,PO BOX 477,CAMAS,WA,98607-0477,Business Owner,1030 CARLETON St,BERKELEY,CA,94710
055 183700200,BL-014676,COMMERCIAL RENTAL,Rental of Real Property,ZION PROPERTIES LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,ZION PROPERTIES LLC,409 SEA VIEW DRIVE,EL CERRITO,CA,945303348,Business Owner,2566 TELEGRAPH AVE,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014677,ELECTRICAL CONTRACTOR,Construction or Contractor,CIRTA ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Sole Ownership,CIRTA ELECTRIC,238 SPARROW DR,HERCULES,CA,945471513,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014680,"KITCHEN, BATH REMODEL",Construction or Contractor,A2Z REMODELING INC,236118 - Residential Remodelers,C,1,Corporation,A2Z REMODELING INC,3291 LAKESHORE AVE,OAKLAND,CA,94610-2240,Business Owner,0 VARIOUS,BERKELEY,CA,94704
058 220501201,BL-014685,SUBSTANCE ABUSE TREATMENT,Non Profit Organizations,THE NEW BRIDGE FOUNDATION INC,621498 - All Other Outpatient Care Centers,N,3,Corporation,THE NEW BRIDGE FOUNDATION INC,2323 HEARST AVE,BERKELEY,CA,947091319,Business Owner,2601 RIDGE Rd,BERKELEY,CA,94709
059 226002202,BL-014686,RESTAURANT,Retail Trade,TIGERLILY,722513 - Limited-Service Restaurants,R,5,LLC,TIGERLILY,1513 SHATTUCK AVE,BERKELEY,CA,94709-1569,Business Owner,1513 SHATTUCK Ave,BERKELEY,CA,94709
061 255600300,BL-014687,GENERAL CONTRACTOR,Construction or Contractor,ZANDERBUILT CORP,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,4,Corporation,ZANDERBUILT CORP,1210 4TH ST,BERKELEY,CA,94710-1303,Business Owner,1124 ARCH ST,BERKELEY,CA,94708
060 236100500,BL-014687,GENERAL CONTRACTOR,Construction or Contractor,ZANDERBUILT CORP,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,4,Corporation,ZANDERBUILT CORP,1210 4TH ST,BERKELEY,CA,94710-1303,Business Owner,1124 ARCH ST,BERKELEY,CA,94708
064 423600300,BL-014690,ACUPUNCTURE,Professional SemiProfessional,HOUSAND SUSAN LAC,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1,Sole Ownership,HOUSAND SUSAN LAC,3030 ASHBY AVE STE 103,BERKELEY,CA,947052439,Business Owner,3030 ASHBY Ave,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-014691,CUSTOM CABINETRY,Construction or Contractor,ELITE WOOD DESIGN INC,238350 - Finish Carpentry Contractors,C,19,Corporation,ELITE WOOD DESIGN INC,2616 MERCANTILE DR,RNCHO CORDOVA,CA,95742-6519,Business Owner,0 VARIOUS,BERKELEY,CA,94704
060 241400100,BL-014692,AUTO UPHOLSTERY & REPAIR,Business Personal Repair Svs,EXCLUSIVE OPTION,"811121 - Automotive Body, Paint, and Interior Repair and Maintenance",B,1,LLC,EXCLUSIVE OPTION,1320 GILMAN ST,BERKELEY,CA,94706-2465,Business Owner,1320 GILMAN St,BERKELEY,CA,94706
056 194700101,BL-014695,WAREHOUSE - WHOLESALERS,Wholesale Trade,PC CARGO INC,424690 - Other Chemical and Allied Products Merchant Wholesalers,W,5,Corporation,PC CARGO INC,2424 4TH ST,BERKELEY,CA,94710-2404,Business Owner,2424 FOURTH St,BERKELEY,CA,94710
055 190803300,BL-014696,CATERING,Retail Trade,HESHY FRIED CATERING LLC,722320 - Caterers,R,1,LLC,HESHY FRIED CATERING LLC,2307 MCGEE AVE,BERKELEY,CA,947031623,Business Owner,2307 MCGEE Ave,BERKELEY,CA,94703
ZZZZZZZZZZZZZ,BL-014700,PLUMBING CONTRACTOR,Construction or Contractor,ACE BACKFLOW TESTING AND REPAIR,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0,Sole Ownership,ACE BACKFLOW TESTING AND REPAIR,PO BOX 31102,OAKLAND,CA,94604-7102,Business Owner,0 VARIOUS,BERKELEY,CA,94704
061 260204401,BL-014704,PIZZERIA,Retail Trade,ZACHARY'S CHICAGO PIZZA,722110,R,30,Corporation,ZACHARY'S CHICAGO PIZZA,5801 COLLEGE AVE,OAKLAND,CA,94618,Business Owner,1853 SOLANO AVE,BERKELEY,CA,94707
ZZZZZZZZZZZZZ,BL-014708,WINDOW COVERING INSTALL,Construction or Contractor,Z BLINDS CO INC,238990 - All Other Specialty Trade Contractors,C,2,Corporation,Z BLINDS CO INC,680 P ST STE B,FRESNO,CA,93721-2704,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-014710,ARCHITECTURAL METALS,Construction or Contractor,IRONGRAIN INC,238990 - All Other Specialty Trade Contractors,C,7,Corporation,IRONGRAIN INC,2317 MAGNOLIA ST,OAKLAND,CA,94607-2308,Business Owner,0 VARIOUS,BERKELEY,CA,94704
056 199405100,BL-014715,OFFICE ADMIN -BOOKKEEPER,Business Personal Repair Svs,VANBUREN TIFFANY,561499 - All Other Business Support Services,B,1,Sole Ownership,VANBUREN TIFFANY,2119 WEST ST,BERKELEY,CA,947021927,Business Owner,2119 WEST St,BERKELEY,CA,94702
058 218600800,BL-014720,RENTAL PROPERTY-RESIDENTIAL -15 UNITS,Rental of Real Property,VAN BEEK 2007 FAMILY TRST,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,VAN BEEK 2007 FAMILY TRST,15695 DONNER PASS RD STE 211,TRUCKEE,CA,96161,Business Owner,2339 HILGARD Ave,BERKELEY,CA,94709
