"File Date","Status","Record Number","Record Type","Address","Description","Short Notes",
"06/19/2026","Intake - Completed","X2600523","DOT - Excavation (X)","2802 E 7TH ST, Oakland CA 94601","PG&E PM 35725981-PG&E to install UG primary, riser, cutouts and relocate OH switch. Applicant to trench and restore (X2600237).  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/19/2026","Intake - Completed","X2600522","DOT - Excavation (X)","4256 GILBERT ST, Oakland CA 94611","PG&E PM 35731352-PG&E to replace joint pole in same hole set, OH services, install OH transformer and secondary breakers. Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. SCHEDULE INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/18/2026","Permit Issued","CGS2601481","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","4191 MONTGOMERY ST, Oakland CA 94611",,,
"06/18/2026","Complete","BW26001893","(BW) - Building Worksheet (Building)","6584 CHABOT RD, Oakland CA 94618","Furnish and install 18 (2025 fourth coat, low E, title 24) wood clad Marvin windows.",,
"06/18/2026","Permit Issued","CGS2601473","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","6693 CHABOT RD, Oakland CA 94618",,,
"06/18/2026","Permit Issued","CGS2601471","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","550 VERNON ST, Oakland CA 94610",,,
"06/18/2026","Permit Issued","M2600766","(M) - Mechanical - 3+ Residential Units or Commercial (Building)","3825 CLARKE ST, Oakland CA 94609","At existing 4-plex, water damage repair in unit 3823B and 3825 - reset exhaust fan in bathroom",,
"06/18/2026","Intake-On Hold","RBC2601759","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","9 N HILL CT, Oakland CA 94618","Kitchen remodel, like for like. Bathroom remodel like for like",,
"06/18/2026","Permit Issued","RE2601505","(RE) - Electrical - 1 & 2 Unit Residential (Building)","3428 BIRDSALL AVE, Oakland CA 94619","Upgrade the 200A Service to a 400A Service 2 Gang to provide a separate meter and amperage to the unit B dwelling.",,
"06/18/2026","Inspections - In Progress","SL2601179","(SL) - Sewer Lateral (OPW)","1520 51ST AVE, Oakland CA 94601","Repair/replace sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. Overflow device may be needed. If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance. Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov. USA# 2026061802503-000 06/18/26",,
"06/18/2026","Pending - Incomplete","BW26001888","(BW) - Building Worksheet (Building)","2227 SAN PABLO AVE, Oakland CA 94612","REVISION TO PERMIT  BP#B2503254INSTALL (1) DC12-48-60-RM IN HYBRID RACK.Engineer called for Hilti bolts into concrete in error as this is a raised floor requiring Lag Bolts",,
"06/18/2026","Permit Issued","CGS2601467","DOT - Curb Gutter Sidewalk Provisional Certificate","295 GRAVATT DR, Oakland CA 94705",,,
"06/18/2026","Complete","BW26001891","(BW) - Building Worksheet (Building)","1212 POWELL ST, Oakland CA 94608","Remodel (E) Non-Conforming Powder rooms for Code Compliance and Laundry area in Craft Room for the address 1212 within the same building",,
"06/18/2026","Permit Issued","RE2601500","(RE) - Electrical - 1 & 2 Unit Residential (Building)","5573 MERRIEWOOD DR, Oakland CA 94611","Upgrade main electric panel 100A to 200A",,
"06/18/2026","Pending - Incomplete","BW26001900","(BW) - Building Worksheet (Building)","6195 COLISEUM WY, Oakland CA 94621","Installation of storage racks in an existing warehouse.",,
"06/18/2026","Complete","BW26001902","(BW) - Building Worksheet (Building)","888 VERMONT ST, Oakland CA 94610","Repair deteriorated exterior siding rear South East wall (~870 sq ft) per Code Enforcement Case 2507745, OMC 8.24.020 C(2). Remove deteriorated siding and damaged wall sheathing; replace in kind with new sheathing, install weather-resistive barrier, and T1-11 siding; prime and paint. Like-for-like repair — no change to wall framing, openings, or building footprint. Pre-1978 building; lead-safe practices, separate (LBP) to follow.",,
"06/18/2026","Complete","BW26001890","(BW) - Building Worksheet (Building)","21 DEERING CT, Oakland CA 94601","Replace 3 windows with no change to size, layout, or style.",,
"06/18/2026","Inspections - In Progress","SL2601181","(SL) - Sewer Lateral (OPW)","538 58TH ST, Oakland CA 94609","Replace sewer lateral from building to city main on the street.",,
"06/18/2026","Permit Issued","SL2601176","(SL) - Sewer Lateral (OPW)","8 KROHN LN, Oakland CA 94611","Repair/replace sewer lateral and EXCAVATE in PUBLIC RIGHT-OF-WAY. An overflow device may be needed.  If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five days prior notice required for work lasting five days or less in business/commercial districts: 72 hour notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.  Call PWA INSPECTION prior to start: 510-238-3651 or email PWA_inspections@oaklandca.gov. USA # 2026021009607-000",,
"06/18/2026","Complete","BW26001898","(BW) - Building Worksheet (Building)","3009 HUMBOLDT AVE, Oakland CA 94602","THE PROJECT CONSISTS OF THE DEMOLITION OF AN EXISTING DECK AND THE CONSTRUCTION OF A NEW SUNROOM WITHIN THE SAME FOOTPRINT (200 SF). NO CHANGE TO EXISTING CONDITIONED SPACE.",,
"06/18/2026","Complete","BW26001887","(BW) - Building Worksheet (Building)","362 HUDSON ST, Oakland CA 94618","REPLACE EXISTING BACK STAIRS WITH NEW BALCONY AND STAIRS",,
"06/18/2026","Pending - Incomplete","BW26001901","(BW) - Building Worksheet (Building)","5209 PROCTOR AVE, Oakland CA 94618","·  CONVERT EXISTING STORAGE AND STUDY INTO MASTER BATHROOM, REMOVE 2 WINDOWS AND FRAME 1 (N)ARCHED OPENING WITH DECORATIVE STAINED GLASS· HALL BATHROOM REFRESH AND REPLACE EXISTING GLASS ONLY AT WINDOW WITH TEMPERED GLASS· RECESS EXISTING LAUNDRY HOOKUPS",,
"06/18/2026","Complete","BW26001894","(BW) - Building Worksheet (Building)","285 12TH ST, Oakland CA 94606","Construction of on-site infrastructure improvements within the subject property associated with the construction of a new 5-story, 65-unit affordable housing building.",,
"06/18/2026","Permit Issued","SE2600554","Solar Permit (For commercial projects, residential projects not eligible for SolarApp+, or owner/builder or contractor use)","4022 FULLINGTON ST, Oakland CA 94619","7.65 KW DC (17) Panels Roof Mount PV system with (2) ESS, New 225A Backup Loads Panel",,
"06/18/2026","Permit Issued","CGS2601476","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","4421 STEELE ST, Oakland CA 94619",,,
"06/18/2026","Permit Issued","RE2601502","(RE) - Electrical - 1 & 2 Unit Residential (Building)","673 57TH ST, Oakland CA 94609","100A to 200A main panel upgrade.",,
"06/18/2026","Permit Issued","CGS2601477","DOT - Curb Gutter Sidewalk Exemption Certificate","6200 WOOD DR, Oakland CA 94611",,,
"06/18/2026","Permit Issued","P2600794","(P) - Plumbing - 3+ Residential Units or commercial (Building)","3719 EMERSON ST, Oakland CA 94610","Replace water heater",,
"06/18/2026",,"26TMP-029535","(BW) - Building Worksheet (Building)","809 E 22nd AVE, Oakland CA 94606","Continue and finish work begun in 2007 under Permit numbers RB0703239, RE0800080, and RP0800075 which involved adding 75 sqft to expand the kitchen at the back of the cottage (0500052), replace attic plywood flooring, relocate attic access, rebuild the back stairs with a landing (new revision) and move utilites for the washer/dryer from the far right end  of the back wall to the far left end (new revision).",,
"06/18/2026","Certificate Issued","R2600759","(R) - ReRoof Certificate (Building)","1062 RISPIN DR, Oakland CA 94705","Torch-Down Roof ReplacementApprox. 1600 sq ft:",,
"06/18/2026","Permit Issued","RM2600768","(RM) - Mechanical - 1 & 2 Unit Residential (Building)","4321 STEELE ST, Oakland CA 94619","Replace (1) gas furnace in garage + replace ac unit with (1) new heat pump outside",,
"06/18/2026","Refund","TR-ND26-00066","(ND) - Non-Developmental Tree Permit (OPW)","5553 TAFT AVE, Oakland CA 94618","Planted by the city about 50 years ago, these Chinese Evergreen Elm trees (Ulmus Parvofolia) had anthracnose infection when planted apparently, so many of them on Taft street have open bark wounds. These are suseptable to branches cracking off especially as the weather gets hot in the summer. This particular tree has exposed cracks all over the central trunk and branches. According to Garcia Tree Service, there is no saving it most likely at this point and it is a dangerous tree for both parked cars and pedestrians.",,
